element,count
wd:Q257885,1
wd:Q2995644,1
wd:Q3505845,1
wd:Q10298203,1
wd:Q19809,1
wd:Q146470,1
wd:Q486487,1
wd:Q1393724,1
wd:Q44619,1
wd:Q4162386,1
wd:Q9078,1
wd:Q12225020,1
wd:Q312466,1
wd:Q23906019,1
wd:Q3748739,1
wd:Q557009,1
wd:Q192060,1
wd:Q22268901,1
wd:Q37547,1
wd:Q136,1
wd:Q365132,1
wd:Q18543139,1
wd:Q11774263,1
wd:Q179637,1
wd:Q83328,1
wd:Q28149961,1
wd:Q6154783,1
wd:Q19860854,1
wd:Q506702,1
wd:Q64418,1
wd:Q30159504,1
wd:Q2992826,1
wd:Q3266850,1
wd:Q61061,1
wd:Q7817,1
wd:Q8253,1
wd:Q6097,1
wd:Q29221,1
wd:Q27994918,1
wd:Q9266,1
wd:Q866153,1
wd:Q772630,1
wd:Q13228,1
wd:Q2596997,1
wd:Q15961987,1
wd:Q625151,1
wd:Q913,1
wd:Q609588,1
wd:Q2995256,1
wd:Q327055,1
wd:Q653485,1
wd:Q1814009,1
wd:Q3042547,1
wd:Q15072596,1
wd:Q898362,1
wd:Q9268,1
wd:Q706364,1
wd:Q26540,1
wd:Q645883,1
wd:Q2676,1
wd:Q45981,1
wd:Q1621322,1
wd:Q935741,1
wd:Q17379835,1
wd:Q1320217,1
wd:Q30106715,1
wd:Q2247,1
wd:Q2659,1
wd:Q1362364,1
wd:Q122,1
wd:Q190107,1
wd:Q170196,1
wd:Q28877390,1
wd:Q27494256,1
wd:Q821435,1
wd:Q157443,1
wd:Q128709,1
wd:Q738473,1
wd:Q11229,1
wd:Q9350,1
wd:Q115940,1
wd:Q2973931,1
wd:Q601401,1
wd:Q16831714,1
wd:Q1338798,1
wd:Q29701762,1
wd:Q29820118,1
wd:Q7368,1
wd:Q22724,1
wd:Q101659,1
wd:Q114409,1
wd:Q169872,1
wd:Q23384,1
wd:Q755707,1
wd:Q330395,1
wd:Q157069,1
wd:Q18340294,1
wd:Q220858,1
wd:Q659396,1
wd:Q30334327,1
wd:Q3679502,1
wd:Q17144541,1
wd:Q124291,1
wd:Q222344,1
wd:Q155972,1
wd:Q768575,1
wd:Q184752,1
wd:Q201456,1
wd:Q128751,1
wd:Q14018439,1
wd:Q674541,1
wd:Q4330518,1
wd:Q632897,1
wd:Q2116408,1
wd:Q30301606,1
wd:Q5157540,1
wd:Q214932,1
wd:Q2259451,1
wd:Q2505921,1
wd:Q1872262,1
wd:Q27881073,1
wd:Q1810858,1
wd:Q462040,1
wd:Q6721654,1
wd:Q179232,1
wd:Q22649,1
wd:Q1445650,1
wd:Q1666934,1
wd:Q893802,1
wd:Q222595,1
wd:Q833941,1
wd:Q124441,1
wd:Q57368,1
wd:Q10571400,1
wd:Q7247847,1
wd:Q27038995,1
wd:Q19269277,1
wd:Q906512,1
wd:Q121842,1
wd:Q37159,1
wd:Q81,1
wd:Q27994922,1
wd:Q152834,1
wd:Q1051265,1
wd:Q13302,1
wd:Q3494357,1
wd:Q1427887,1
wd:Q12214,1
wd:Q23698381,1
wd:Q9228,1
wd:Q188604,1
wd:Q28362371,1
wd:Q7063944,1
wd:Q640364,1
wd:Q877127,1
wd:Q3330995,1
wd:Q427087,1
wd:Q25449120,1
wd:Q2962070,1
wd:Q23835475,1
wd:Q9471,1
wd:Q1941921,1
wd:Q2487961,1
wd:Q13539802,1
wd:Q1322402,1
wd:Q2351,1
wd:Q2623,1
wd:Q18347143,1
wd:Q181322,1
wd:Q28813,1
wd:Q3303330,1
wd:Q28517279,1
wd:Q178588,1
wd:Q133862,1
wd:Q1477,1
wd:Q502163,1
wd:Q726474,1
wd:Q1734300,1
wd:Q39594,1
wd:Q28693603,1
wd:Q3778211,1
wd:Q11435,1
wd:Q29539,1
wd:Q16938807,1
wd:Q811704,1
wd:Q11828004,1
wd:Q24577840,1
wd:Q422500,1
wd:Q389934,1
wd:Q57598,1
wd:Q1760141,1
wd:Q7058673,1
wd:Q1367,1
wd:Q5956785,1
wd:Q19832242,1
wd:Q27670147,1
wd:Q24925,1
wd:Q171634,1
wd:Q1047443,1
wd:Q3895768,1
wd:Q559618,1
wd:Q685320,1
wd:Q3523867,1
wd:Q30327532,1
wd:Q180673,1
wd:Q1311958,1
wd:Q15636229,1
wd:Q62932,1
wd:Q473227,1
wd:Q6501106,1
wd:Q83042,1
wd:Q408804,1
wd:Q1588,1
wd:Q212828,1
wd:Q1121,1
wd:Q1968664,1
wd:Q731100,1
wd:Q75,1
wd:Q15562063,1
wd:Q6055843,1
wd:Q1365179,1
wd:Q2979024,1
wd:Q2186484,1
wd:Q6498903,1
wd:Q19816359,1
wd:Q39908,1
wd:Q49476,1
wd:Q23497981,1
wd:Q45948,1
wd:Q899523,1
wd:Q12857432,1
wd:Q189125,1
wd:Q2593777,1
wd:Q846570,1
wd:Q76074,1
wd:Q12206,1
wd:Q451967,1
wd:Q284742,1
wd:Q58339,1
wd:Q473984,1
wd:Q9212,1
wd:Q1158173,1
wd:Q1402561,1
wd:Q178079,1
wd:Q17240258,1
wd:Q679206,1
wd:Q7315155,1
wd:Q2485448,1
wd:Q92062,1
wd:Q1343246,1
wd:Q1255921,1
wd:Q203415,1
wd:Q27994921,1
wd:Q28100194,1
wd:Q153710,1
wd:Q13233,1
wd:Q856330,1
wd:Q13317,1
wd:Q131748,1
wd:Q34027,1
wd:Q482612,1
wd:Q3332438,1
wd:Q15630849,1
wd:Q132364,1
wd:Q4936952,1
wd:Q187939,1
wd:Q201783,1
wd:Q3932296,1
wd:Q579688,1
wd:Q7128792,1
wd:Q685309,1
wd:Q750277,1
wd:Q25929224,1
wd:Q10756188,1
wd:Q877,1
wd:Q1338119,1
wd:Q17538690,1
wd:Q202435,1
wd:Q22674925,1
wd:Q52948,1
wd:Q4204501,1
wd:Q2687,1
wd:Q19967801,1
wd:Q17487588,1
wd:Q165028,1
wd:Q188840,1
wd:Q24434794,1
wd:Q749997,1
wd:Q19902884,1
wd:Q39833,1
wd:Q13184,1
wd:Q93661,1
wd:Q11432,1
wd:Q2177636,1
wd:Q3198719,1
wd:Q27230968,1
wd:Q83270,1
wd:Q1132127,1
wd:Q2488,1
wd:Q11184,1
wd:Q16884952,1
wd:Q652256,1
wd:Q624758,1
wd:Q19413,1
wd:Q209369,1
wd:Q9357527,1
wd:Q2879,1
wd:Q16503,1
wd:Q11166728,1
wd:Q11047409,1
wd:Q81707,1
wd:Q1920785,1
wd:Q275792,1
wd:Q573344,1
wd:Q181860,1
wd:Q41520,1
wd:Q17553950,1
wd:Q654291,1
wd:Q1163915,1
wd:Q15630895,1
wd:Q27597,1
wd:Q248577,1
wd:Q2973941,1
wd:Q329439,1
wd:Q11635,1
wd:Q2537,1
wd:Q162908,1
wd:Q3482281,1
wd:Q9773,1
wd:Q726235,1
wd:Q184872,1
wd:Q30125896,1
wd:Q155239,1
wd:Q21743174,1
wd:Q182436,1
wd:Q1663795,1
wd:Q2341939,1
wd:Q82996,1
wd:Q1917775,1
wd:Q812880,1
wd:Q2184715,1
wd:Q6147804,1
wd:Q4485156,1
wd:Q162,1
wd:Q1850612,1
wd:Q14645593,1
wd:Q1301371,1
wd:Q911663,1
wd:Q245016,1
wd:Q28791169,1
wd:Q979531,1
wd:Q6458277,1
wd:Q1107679,1
wd:Q6558431,1
wd:Q10283556,1
wd:Q7042855,1
wd:Q7631073,1
wd:Q1426,1
wd:Q2325081,1
wd:Q1051411,1
wd:Q476075,1
wd:Q18511725,1
wd:Q79751,1
wd:Q1631129,1
wd:Q8785,1
wd:Q137773,1
wd:Q1400264,1
wd:Q863944,1
wd:Q93189,1
wd:Q28100368,1
wd:Q233591,1
wd:Q2492014,1
wd:Q1191753,1
wd:Q15401699,1
wd:Q290,1
wd:Q49389,1
wd:Q132265,1
wd:Q170406,1
wd:Q18384454,1
wd:Q281719,1
wd:Q4384751,1
wd:Q845739,1
wd:Q112865,1
wd:Q533309,1
wd:Q772123,1
wd:Q3435941,1
wd:Q381072,1
wd:Q193563,1
wd:Q24060765,1
wd:Q556,1
wd:Q1372384,1
wd:Q185086,1
wd:Q21836433,1
wd:Q6138701,1
wd:Q922448,1
wd:Q81513,1
wd:Q2612,1
wd:Q25326,1
wd:Q123509,1
wd:Q38829,1
wd:Q7163,1
wd:Q131517,1
wd:Q81875,1
wd:Q37868,1
wd:Q20738,1
wd:Q643589,1
wd:Q182060,1
wd:Q695860,1
wd:Q914105,1
wd:Q7974142,1
wd:Q23916,1
wd:Q976981,1
wd:Q847,1
wd:Q210953,1
wd:Q27043680,1
wd:Q15253558,1
wd:Q2713747,1
wd:Q54767,1
wd:Q13366129,1
wd:Q1298934,1
wd:Q55818,1
wd:Q2265866,1
wd:Q334453,1
wd:Q11538,1
wd:Q471866,1
wd:Q18142,1
wd:Q181508,1
wd:Q1896949,1
wd:Q10978,1
wd:Q17763739,1
wd:Q2235308,1
wd:Q2739141,1
wd:Q10843872,1
wd:Q169930,1
wd:Q169336,1
wd:Q3958441,1
wd:Q708676,1
wd:Q21073501,1
wd:Q21562164,1
wd:Q2927074,1
wd:Q22996476,1
wd:Q1149531,1
wd:Q662729,1
wd:Q2434238,1
wd:Q184148,1
wd:Q27043907,1
wd:Q1960551,1
wd:Q2001385,1
wd:Q11513337,1
wd:Q161243,1
wd:Q30564537,1
wd:Q28530564,1
wd:Q1016853,1
wd:Q622825,1
wd:Q8748,1
wd:Q244339,1
wd:Q39275,1
wd:Q5994,1
wd:Q41323,1
wd:Q7954,1
wd:Q1663017,1
wd:Q2495862,1
wd:Q11900058,1
wd:Q1780825,1
wd:Q118171,1
wd:Q43380,1
wd:Q7857,1
wd:Q195,1
wd:Q3916957,1
wd:Q238306,1
wd:Q57223,1
wd:Q28911163,1
wd:Q9053,1
wd:Q3610527,1
wd:Q173265,1
wd:Q768267,1
wd:Q1359006,1
wd:Q28549308,1
wd:Q19791817,1
wd:Q42848,1
wd:Q2974842,1
wd:Q2329,1
wd:Q191893,1
wd:Q34493,1
wd:Q1136352,1
wd:Q768717,1
wd:Q2312440,1
wd:Q1304193,1
wd:Q878116,1
wd:Q2490986,1
wd:Q7644128,1
wd:Q284416,1
wd:Q7066,1
wd:Q6108942,1
wd:Q180160,1
wd:Q166620,1
wd:Q272167,1
wd:Q3445354,1
wd:Q7020,1
wd:Q1073121,1
wd:Q246672,1
wd:Q811430,1
wd:Q2550,1
wd:Q911138,1
wd:Q2247340,1
wd:Q18575734,1
wd:Q1360,1
wd:Q18679149,1
wd:Q549322,1
wd:Q18602451,1
wd:Q128635,1
wd:Q631305,1
wd:Q674426,1
wd:Q201788,1
wd:Q132438,1
wd:Q17560541,1
wd:Q4201895,1
wd:Q5056668,1
wd:Q23623059,1
wd:Q104157,1
wd:Q24746,1
wd:Q653916,1
wd:Q181032,1
wd:Q1049021,1
wd:Q28100549,1
wd:Q2479493,1
wd:Q7584266,1
wd:Q1151241,1
wd:Q166907,1
wd:Q15087423,1
wd:Q11755959,1
wd:Q15700834,1
wd:Q5015574,1
wd:Q543,1
wd:Q23925661,1
wd:Q766366,1
wd:Q22302160,1
wd:Q12503,1
wd:Q101017,1
wd:Q153946,1
wd:Q170486,1
wd:Q23492,1
wd:Q1094,1
wd:Q1640319,1
wd:Q1241288,1
wd:Q595094,1
wd:Q227936,1
wd:Q9166501,1
wd:Q9415,1
wd:Q192874,1
wd:Q6989196,1
wd:Q528166,1
wd:Q2546327,1
wd:Q179872,1
wd:Q18915989,1
wd:Q29610130,1
wd:Q19478619,1
wd:Q2142568,1
wd:Q102356,1
wd:Q31920,1
wd:Q30559504,1
wd:Q440611,1
wd:Q33005,1
wd:Q44539,1
wd:Q19558910,1
wd:Q770948,1
wd:Q188748,1
wd:Q1230708,1
wd:Q11469,1
wd:Q29969011,1
wd:Q79797,1
wd:Q211052,1
wd:Q18694248,1
wd:Q428,1
wd:Q25167,1
wd:Q222764,1
wd:Q82042,1
wd:Q3025883,1
wd:Q213918,1
wd:Q124734,1
wd:Q38066,1
wd:Q1054799,1
wd:Q11699,1
wd:Q11180,1
wd:Q911736,1
wd:Q16342,1
wd:Q22222786,1
wd:Q746369,1
wd:Q213441,1
wd:Q448535,1
wd:Q10571983,1
wd:Q10493486,1
wd:Q284279,1
wd:Q20129,1
wd:Q804297,1
wd:Q170037,1
wd:Q11761,1
wd:Q9053464,1
wd:Q11412,1
wd:Q23852,1
wd:Q37748,1
wd:Q616005,1
wd:Q61883,1
wd:Q542797,1
wd:Q843555,1
wd:Q884030,1
wd:Q2520520,1
wd:Q15623966,1
wd:Q18669875,1
wd:Q898273,1
wd:Q23838648,1
wd:Q1744559,1
wd:Q11466,1
wd:Q5864,1
wd:Q1128324,1
wd:Q212920,1
wd:Q57053,1
wd:Q1620945,1
wd:Q17701409,1
wd:Q3933727,1
wd:Q18536132,1
wd:Q34095,1
wd:Q748349,1
wd:Q2668,1
wd:Q7873,1
wd:Q623398,1
wd:Q12806437,1
wd:Q2095549,1
wd:Q20113851,1
wd:Q1617747,1
wd:Q179661,1
wd:Q739936,1
wd:Q131183,1
wd:Q484344,1
wd:Q5736539,1
wd:Q23905964,1
wd:Q517386,1
wd:Q558941,1
wd:Q1571674,1
wd:Q1232974,1
wd:Q180774,1
wd:Q131539,1
wd:Q1651051,1
wd:Q694554,1
wd:Q2609670,1
wd:Q963729,1
wd:Q575759,1
wd:Q9027,1
wd:Q906415,1
wd:Q18975047,1
wd:Q189393,1
wd:Q200334,1
wd:Q2110788,1
wd:Q3046146,1
wd:Q666242,1
wd:Q21111479,1
wd:Q33767,1
wd:Q1567915,1
wd:Q20769160,1
wd:Q73633,1
wd:Q464980,1
wd:Q3114762,1
wd:Q44127,1
wd:Q58,1
wd:Q31963,1
wd:Q84072,1
wd:Q83440,1
wd:Q4198907,1
wd:Q131419,1
wd:Q350945,1
wd:Q134808,1
wd:Q26869768,1
wd:Q47071,1
wd:Q103184,1
wd:Q1569495,1
wd:Q1156659,1
wd:Q1114515,1
wd:Q15686806,1
wd:Q2388316,1
wd:Q2255,1
wd:Q13136,1
wd:Q11124885,1
wd:Q220644,1
wd:Q42569,1
wd:Q12107,1
wd:Q1855011,1
wd:Q831663,1
wd:Q1640628,1
wd:Q12973014,1
wd:Q565410,1
wd:Q28953987,1
wd:Q840454,1
wd:Q154607,1
wd:Q6186,1
wd:Q24571886,1
wd:Q929833,1
wd:Q44687,1
wd:Q878040,1
wd:Q17149090,1
wd:Q2638480,1
wd:Q29546443,1
wd:Q20909618,1
wd:Q212071,1
wd:Q190900,1
wd:Q480220,1
wd:Q8486,1
wd:Q182339,1
wd:Q59170,1
wd:Q21964210,1
wd:Q164606,1
wd:Q267497,1
wd:Q2055789,1
wd:Q156103,1
wd:Q9089,1
wd:Q11798648,1
wd:Q182545,1
wd:Q1288568,1
wd:Q2003535,1
wd:Q7309443,1
wd:Q843752,1
wd:Q3976655,1
wd:Q15623974,1
wd:Q215980,1
wd:Q2740635,1
wd:Q42388,1
wd:Q24243801,1
wd:Q34113,1
wd:Q878130,1
wd:Q1668024,1
wd:Q19814,1
wd:Q6501380,1
wd:Q1621034,1
wd:Q2102,1
wd:Q2665,1
wd:Q2616,1
wd:Q1984758,1
wd:Q336181,1
wd:Q169,1
wd:Q8331,1
wd:Q66344,1
wd:Q124,1
wd:Q130825,1
wd:Q19364326,1
wd:Q1076579,1
wd:Q1074173,1
wd:Q483352,1
wd:Q133056,1
wd:Q24869,1
wd:Q627302,1
wd:Q620471,1
wd:Q145167,1
wd:Q28754054,1
wd:Q229390,1
wd:Q17089653,1
wd:Q733553,1
wd:Q2143665,1
wd:Q7559,1
wd:Q835016,1
wd:Q974394,1
wd:Q214339,1
wd:Q9261468,1
wd:Q8242,1
wd:Q105999,1
wd:Q204577,1
wd:Q2731419,1
wd:Q1790360,1
wd:Q19842071,1
wd:Q483373,1
wd:Q4018482,1
wd:Q987767,1
wd:Q1542314,1
wd:Q15617994,1
wd:Q247506,1
wd:Q941150,1
wd:Q943017,1
wd:Q3364603,1
wd:Q19656847,1
wd:Q15089606,1
wd:Q3457472,1
wd:Q2239243,1
wd:Q15056993,1
wd:Q208084,1
wd:Q14770218,1
wd:Q7955,1
wd:Q175026,1
wd:Q2295204,1
wd:Q1049852,1
wd:Q12126757,1
wd:Q173514,1
wd:Q128581,1
wd:Q290460,1
wd:Q7922,1
wd:Q1065579,1
wd:Q189214,1
wd:Q154549,1
wd:Q25303346,1
wd:Q16560,1
wd:Q22678605,1
wd:Q467265,1
wd:Q2389905,1
wd:Q142043,1
wd:Q607913,1
wd:Q158438,1
wd:Q21002266,1
wd:Q3183364,1
wd:Q1500350,1
wd:Q1137809,1
wd:Q40056,1
wd:Q218295,1
wd:Q41726,1
wd:Q11474,1
wd:Q2154459,1
wd:Q570208,1
wd:Q15313532,1
wd:Q193592,1
wd:Q28575,1
wd:Q2850068,1
wd:Q16438244,1
wd:Q1758037,1
wd:Q5266741,1
wd:Q16587531,1
wd:Q165199,1
wd:Q36465,1
wd:Q8492,1
wd:Q27043652,1
wd:Q21976260,1
wd:Q1211297,1
wd:Q4287,1
wd:Q311773,1
wd:Q310890,1
wd:Q1369723,1
wd:Q998840,1
wd:Q7283,1
wd:Q27914,1
wd:Q1425971,1
wd:Q12546,1
wd:Q646728,1
wd:Q15644782,1
wd:Q191154,1
wd:Q420860,1
wd:Q53268,1
wd:Q8889,1
wd:Q208202,1
wd:Q131541,1
wd:Q39645,1
wd:Q2424,1
wd:Q17276482,1
wd:Q2673947,1
wd:Q190903,1
wd:Q1725788,1
wd:Q160742,1
wd:Q182274,1
wd:Q1410110,1
wd:Q192851,1
wd:Q47604,1
wd:Q1756454,1
wd:Q838795,1
wd:Q1245089,1
wd:Q17781833,1
wd:Q11691318,1
wd:Q24286894,1
wdt:P31,34843
wdt:P279,13765
wdt:P17,7778
wdt:P131,5523
wdt:P106,3676
wdt:P21,2810
wdt:P50,2351
wdt:P361,1942
wdt:P39,1898
wdt:P27,1898
wdt:P19,1878
wdt:P703,1677
wdt:P26,1338
wdt:P69,1278
wdt:P921,1270
wdt:P30,1144
wdt:P40,869
wdt:P376,835
wdt:P501,828
wdt:P1433,818
wdt:P276,787
wdt:P57,690
wdt:P136,653
wdt:P166,651
wdt:P2860,646
wdt:P1435,636
wdt:P170,631
wdt:P735,612
wdt:P1269,539
wdt:P734,532
wdt:P495,453
wdt:P527,451
wdt:P129,399
wdt:P509,384
wdt:P20,378
wdt:P36,373
wdt:P171,361
wdt:P149,349
wdt:P22,342
wdt:P463,331
wdt:P641,308
wdt:P102,301
wdt:P159,299
wdt:P138,296
wdt:P2548,291
wdt:P161,288
wdt:P54,283
wdt:P6,264
wdt:P180,258
wdt:P108,257
wdt:P195,251
wdt:P1416,249
wdt:P25,245
wdt:P179,220
wdt:P119,212
wdt:P460,206
wdt:P1196,201
wdt:P155,186
wdt:P272,154
wdt:P127,147
wdt:P105,145
wdt:P140,142
wdt:P186,138
wdt:P118,135
wdt:P150,133
wdt:P452,132
wdt:P84,129
wdt:P101,129
wdt:P156,128
wdt:P301,127
wdt:P740,125
wdt:P551,124
wdt:P910,122
wdt:P1411,121
wdt:P1001,120
wdt:P1313,120
wdt:P1412,116
wdt:P123,110
wdt:P172,107
wdt:P364,104
wdt:P688,102
wdt:P137,102
wdt:P706,97
wdt:P135,94
wdt:P144,92
wdt:P81,90
wdt:P407,88
wdt:P3373,86
wdt:P2670,85
wdt:P47,83
wdt:P86,83
wdt:P37,82
wdt:P286,81
wdt:P462,77
wdt:P971,76
wdt:P115,74
wdt:P176,72
wdt:P53,69
wdt:P1056,69
wdt:P1366,64
wdt:P1629,63
wdt:P2853,62
wdt:P1071,61
wdt:P112,61
wdt:P610,58
wdt:P1889,57
wdt:P103,57
wdt:P175,56
wdt:P360,55
wdt:P3823,55
wdt:P449,54
wdt:P793,54
wdt:P61,52
wdt:P162,52
wdt:P1346,51
wdt:P1038,51
wdt:P485,50
wdt:P1344,49
wdt:P1142,49
wdt:P421,48
wdt:P1308,47
wdt:P2962,46
wdt:P190,44
wdt:P749,43
wdt:P366,42
wdt:P1552,41
wdt:P16,40
wdt:P737,40
wdt:P826,40
wdt:P291,39
wdt:P91,39
wdt:P937,39
wdt:P403,38
wdt:P59,38
wdt:P780,36
wdt:P157,35
wdt:P110,35
wdt:P275,34
wdt:P1340,34
wdt:P1441,34
wdt:P1454,33
wdt:P169,32
wdt:P608,32
wdt:P512,32
wdt:P2378,31
wdt:P800,29
wdt:P1343,29
wdt:P488,29
wdt:P1990,29
wdt:P264,29
wdt:P1399,29
wdt:P2416,28
wdt:P840,28
wdt:P991,28
wdt:P1557,27
wdt:P197,27
wdt:P2341,27
wdt:P2283,27
wdt:P263,27
wdt:P930,27
wdt:P35,26
wdt:P178,26
wdt:P425,26
wdt:P414,26
wdt:P629,26
wdt:P88,26
wdt:P1622,26
wdt:P1365,25
wdt:P114,25
wdt:P58,25
wdt:P1376,24
wdt:P828,24
wdt:P141,24
wdt:P2937,24
wdt:P417,24
wdt:P1995,24
wdt:P1066,24
wdt:P1080,23
wdt:P3150,23
wdt:P825,23
wdt:P741,22
wdt:P277,22
wdt:P66,22
wdt:P355,22
wdt:P1303,21
wdt:P552,21
wdt:P2439,21
wdt:P611,21
wdt:P612,20
wdt:P931,20
wdt:P1542,19
wdt:P2789,19
wdt:P669,19
wdt:P747,19
wdt:P306,18
wdt:P38,18
wdt:P1950,18
wdt:P789,18
wdt:P1037,18
wdt:P489,17
wdt:P3828,17
wdt:P681,17
wdt:P1877,17
wdt:P802,16
wdt:P2959,16
wdt:P206,16
wdt:P121,16
wdt:P674,16
wdt:P2417,16
wdt:P1533,15
wdt:P3433,15
wdt:P710,15
wdt:P413,14
wdt:P2541,14
wdt:P241,14
wdt:P541,14
wdt:P1398,14
wdt:P167,14
wdt:P2936,14
wdt:P122,14
wdt:P1576,13
wdt:P1040,13
wdt:P682,13
wdt:P2308,13
wdt:P1830,13
wdt:P282,13
wdt:P2302,13
wdt:P664,13
wdt:P4000,12
wdt:P3602,12
wdt:P4002,12
wdt:P1427,11
wdt:P725,11
wdt:P1999,11
wdt:P642,11
wdt:P972,11
wdt:P453,11
wdt:P194,11
wdt:P1456,11
wdt:P885,11
wdt:P189,11
wdt:P3018,11
wdt:P1074,11
wdt:P1546,10
wdt:P375,10
wdt:P2974,10
wdt:P607,10
wdt:P113,10
wdt:P1073,10
wdt:P1884,10
wdt:P1079,10
wdt:P2176,9
wdt:P1923,9
wdt:P3876,9
wdt:P1773,9
wdt:P1050,9
wdt:P2578,9
wdt:P680,9
wdt:P2175,9
wdt:P3716,9
wdt:P1389,9
wdt:P451,9
wdt:P2827,8
wdt:P1532,8
wdt:P2852,8
wdt:P208,8
wdt:P1853,8
wdt:P2715,8
wdt:P85,8
wdt:P1855,8
wdt:P461,8
wdt:P1878,8
wdt:P411,8
wdt:P1686,7
wdt:P3643,7
wdt:P880,7
wdt:P2237,7
wdt:P3358,7
wdt:P1582,7
wdt:P287,7
wdt:P97,7
wdt:P1547,7
wdt:P98,7
wdt:P1906,6
wdt:P1072,6
wdt:P3450,6
wdt:P1429,6
wdt:P2633,6
wdt:P1444,6
wdt:P410,6
wdt:P466,6
wdt:P3912,6
wdt:P1792,6
wdt:P2293,6
wdt:P1060,5
wdt:P404,5
wdt:P184,5
wdt:P4099,5
wdt:P134,5
wdt:P1535,5
wdt:P201,5
wdt:P2848,5
wdt:P1754,5
wdt:P726,5
wdt:P397,5
wdt:P2632,5
wdt:P400,5
wdt:P655,5
wdt:P518,5
wdt:P2354,5
wdt:P163,5
wdt:P943,5
wdt:P708,5
wdt:P2388,4
wdt:P511,4
wdt:P2650,4
wdt:P2348,4
wdt:P1424,4
wdt:P398,4
wdt:P794,4
wdt:P1840,4
wdt:P1896,4
wdt:P654,4
wdt:P1151,4
wdt:P2321,4
wdt:P479,4
wdt:P2695,4
wdt:P2813,4
wdt:P1387,4
wdt:P702,4
wdt:P941,4
wdt:P768,4
wdt:P831,3
wdt:P1028,3
wdt:P128,3
wdt:P3494,3
wdt:P2094,3
wdt:P177,3
wdt:P126,3
wdt:P1027,3
wdt:P658,3
wdt:P2849,3
wdt:P2868,3
wdt:P2876,3
wdt:P199,3
wdt:P289,3
wdt:P814,3
wdt:P1192,3
wdt:P521,3
wdt:P4043,3
wdt:P1423,3
wdt:P530,3
wdt:P87,3
wdt:P3033,3
wdt:P2061,3
wdt:P65,3
wdt:P2922,3
wdt:P609,3
wdt:P3148,3
wdt:P437,3
wdt:P2869,3
wdt:P915,3
wdt:P1434,2
wdt:P500,2
wdt:P1431,2
wdt:P1012,2
wdt:P689,2
wdt:P1811,2
wdt:P3831,2
wdt:P3195,2
wdt:P3301,2
wdt:P522,2
wdt:P1204,2
wdt:P769,2
wdt:P450,2
wdt:P1057,2
wdt:P795,2
wdt:P631,2
wdt:P3025,2
wdt:P1962,2
wdt:P912,2
wdt:P812,2
wdt:P3921,2
wdt:P4044,2
wdt:P796,2
wdt:P3095,2
wdt:P2770,2
wdt:P1408,2
wdt:P1268,2
wdt:P1478,2
wdt:P2184,2
wdt:P533,2
wdt:P553,2
wdt:P870,2
wdt:P3320,2
wdt:P4032,2
wdt:P1789,2
wdt:P832,2
wdt:P3274,2
wdt:P3085,2
wdt:P2517,2
wdt:P2758,2
wdt:P565,2
wdt:P1283,2
wdt:P1264,2
wdt:P2668,2
wdt:P408,2
wdt:P1000,2
wdt:P770,2
wdt:P1891,2
wdt:P579,2
wdt:P805,2
wdt:P3300,2
wdt:P841,2
wdt:P1075,2
wdt:P837,2
wdt:P2882,2
wdt:P3259,2
wdt:P1419,2
wdt:P1299,2
wdt:P1537,1
wdt:P3342,1
wdt:P1876,1
wdt:P427,1
wdt:P3357,1
wdt:P1591,1
wdt:P2739,1
wdt:P2079,1
wdt:P1536,1
wdt:P816,1
wdt:P467,1
wdt:P2384,1
wdt:P2614,1
wdt:P1640,1
wdt:P1347,1
wdt:P369,1
wdt:P4101,1
wdt:P1595,1
wdt:P3374,1
wdt:P3356,1
wdt:P4082,1
wdt:P1981,1
wdt:P1479,1
wdt:P1013,1
wdt:P3156,1
wdt:P2389,1
wdt:P925,1
wdt:P78,1
wdt:P547,1
wdt:P200,1
wdt:P559,1
wdt:P1026,1
wdt:P1039,1
wdt:P183,1
wdt:P3216,1
wdt:P556,1
wdt:P248,1
wdt:P3512,1
wdt:P1464,1
wdt:P1596,1
wdt:P1049,1
wdt:P415,1
wdt:P3354,1
wdt:P2502,1
wdt:P923,1
wdt:P405,1
wdt:P1462,1
wdt:P3355,1
wdt:P2318,1
wdt:P1875,1
wdt:P924,1
wdt:P1445,1
wdt:P913,1
wdt:P974,1
wdt:P2152,1
wdt:P4100,1
wdt:P1753,1
wdt:P2358,1
wdt:P469,1
